support_num,ckpt_support_num,ckpt_iter_num,step,IoU,Acc,Dice
10,1000,20,80,85.34,92.09,92.09
10,1000,20,90,84.59,91.65,91.65
100,1000,20,0,82.35,90.32,90.32
100,1000,20,10,87.72,93.46,93.46
100,1000,20,20,84.06,91.34,91.34
100,1000,20,30,83.74,91.15,91.15
100,1000,20,40,87.61,93.4,93.4
100,1000,20,50,87.66,93.42,93.42
100,1000,20,60,86.13,92.55,92.55
100,1000,20,70,87.73,93.46,93.46
100,1000,20,80,72.58,84.11,84.11
100,1000,20,90,85.63,92.26,92.26
200,1000,20,0,80.74,89.34,89.34
200,1000,20,10,84.65,91.69,91.69
200,1000,20,20,83.57,91.05,91.05
200,1000,20,30,85.39,92.12,92.12
200,1000,20,40,85.35,92.1,92.1
200,1000,20,50,86.86,92.97,92.97
200,1000,20,60,85.34,92.09,92.09
200,1000,20,70,86.22,92.6,92.6
200,1000,20,80,88.16,93.7,93.7
200,1000,20,90,83.36,90.93,90.93
500,1000,20,0,80.96,89.48,89.48
500,1000,20,10,83.94,91.27,91.27
500,1000,20,20,85.14,91.97,91.97
500,1000,20,30,84.32,91.49,91.49
500,1000,20,40,85.33,92.08,92.08
500,1000,20,50,88.24,93.76,93.76
500,1000,20,60,88.91,94.13,94.13
500,1000,20,70,87.05,93.08,93.08
500,1000,20,80,86.88,92.98,92.98
500,1000,20,90,84.7,91.72,91.72
10,1000,30,0,83.67,91.11,91.11
10,1000,30,10,83.46,90.98,90.98
10,1000,30,20,85.66,92.28,92.28
10,1000,30,30,85.74,92.32,92.32
10,1000,30,40,85.01,91.9,91.9
10,1000,30,50,85.35,92.09,92.09
10,1000,30,60,85.38,92.11,92.11
10,1000,30,70,84.86,91.81,91.81
10,1000,30,80,86.69,92.87,92.87
10,1000,30,90,85.98,92.46,92.46
100,1000,30,0,86.26,92.62,92.62
100,1000,30,10,86.46,92.74,92.74
100,1000,30,20,86.48,92.75,92.75
100,1000,30,30,83.77,91.17,91.17
100,1000,30,40,86.28,92.63,92.63
100,1000,30,50,87.92,93.57,93.57
100,1000,30,60,87.95,93.59,93.59
100,1000,30,70,85.74,92.32,92.32
100,1000,30,80,83.12,90.78,90.78
100,1000,30,90,85.05,91.92,91.92
200,1000,30,0,81.07,89.54,89.54
200,1000,30,10,72.69,84.19,84.19
200,1000,30,20,84.57,91.64,91.64
200,1000,30,30,86.95,93.02,93.02
200,1000,30,40,87.19,93.15,93.15
200,1000,30,50,86.89,92.98,92.98
200,1000,30,60,87.29,93.21,93.21
200,1000,30,70,85.04,91.92,91.92
200,1000,30,80,87.67,93.43,93.43
200,1000,30,90,87.3,93.22,93.22
500,1000,30,0,82.63,90.49,90.49
500,1000,30,10,81.41,89.75,89.75
500,1000,30,20,82.61,90.48,90.48
500,1000,30,30,86.23,92.6,92.6
500,1000,30,40,82.99,90.7,90.7
500,1000,30,50,87.4,93.28,93.28
500,1000,30,60,85.97,92.46,92.46
500,1000,30,70,89.22,94.31,94.31
500,1000,30,80,84.39,91.54,91.54
500,1000,30,90,86.9,92.99,92.99
10,1000,40,0,85.9,92.42,92.42
10,1000,40,10,84.53,91.62,91.62
10,1000,40,20,86.88,92.98,92.98
10,1000,40,30,83.57,91.05,91.05
10,1000,40,40,85.42,92.13,92.13
10,1000,40,50,85.45,92.16,92.16
10,1000,40,60,85.63,92.26,92.26
10,1000,40,70,85.52,92.19,92.19
10,1000,40,80,84.26,91.46,91.46
10,1000,40,90,83.53,91.03,91.03
100,1000,40,0,83.28,90.88,90.88
100,1000,40,10,86.31,92.65,92.65
100,1000,40,20,87.07,93.09,93.09
100,1000,40,30,85.5,92.19,92.19
100,1000,40,40,86.23,92.61,92.61
100,1000,40,50,85.12,91.96,91.96
100,1000,40,60,84.89,91.83,91.83
100,1000,40,70,85.79,92.35,92.35
100,1000,40,80,84.12,91.37,91.37
100,1000,40,90,85.59,92.23,92.23
200,1000,40,0,85.85,92.39,92.39
200,1000,40,10,85.19,92.0,92.0
200,1000,40,20,84.81,91.78,91.78
200,1000,40,30,88.83,94.08,94.08
200,1000,40,40,86.35,92.68,92.68
200,1000,40,50,73.93,85.01,85.01
200,1000,40,60,86.76,92.91,92.91
200,1000,40,70,86.72,92.89,92.89
200,1000,40,80,85.3,92.07,92.07
200,1000,40,90,81.69,89.92,89.92
500,1000,40,0,82.97,90.7,90.7
500,1000,40,10,82.74,90.56,90.56
500,1000,40,20,85.22,92.02,92.02
500,1000,40,30,85.63,92.26,92.26
500,1000,40,40,82.53,90.43,90.43
500,1000,40,50,89.75,94.6,94.6
500,1000,40,60,84.91,91.84,91.84
500,1000,40,70,89.38,94.39,94.39
500,1000,40,80,89.21,94.3,94.3
500,1000,40,90,87.9,93.56,93.56
10,2000,10,0,84.81,91.78,91.78
10,2000,10,10,86.0,92.47,92.47
10,2000,10,20,84.81,91.78,91.78
10,2000,10,30,85.09,91.94,91.94
10,2000,10,40,83.99,91.3,91.3
10,2000,10,50,80.9,89.44,89.44
10,2000,10,60,81.78,89.98,89.98
10,2000,10,70,83.32,90.9,90.9
10,2000,10,80,84.1,91.36,91.36
10,2000,10,90,85.12,91.96,91.96
100,2000,10,0,83.61,91.07,91.07
100,2000,10,10,85.94,92.44,92.44
100,2000,10,20,85.51,92.19,92.19
100,2000,10,30,84.61,91.66,91.66
100,2000,10,40,87.54,93.35,93.35
100,2000,10,50,88.26,93.76,93.76
100,2000,10,60,87.09,93.1,93.1
100,2000,10,70,87.03,93.07,93.07
100,2000,10,80,84.59,91.65,91.65
100,2000,10,90,86.99,93.04,93.04
200,2000,10,0,80.46,89.18,89.18
200,2000,10,10,84.27,91.46,91.46
200,2000,10,20,85.33,92.08,92.08
200,2000,10,30,86.23,92.61,92.61
200,2000,10,40,85.39,92.12,92.12
200,2000,10,50,87.79,93.5,93.5
200,2000,10,60,85.67,92.28,92.28
200,2000,10,70,85.8,92.36,92.36
200,2000,10,80,87.99,93.61,93.61
200,2000,10,90,84.55,91.63,91.63
500,2000,10,0,82.09,90.16,90.16
500,2000,10,10,83.52,91.02,91.02
500,2000,10,20,84.16,91.4,91.4
500,2000,10,30,88.5,93.9,93.9
500,2000,10,40,86.72,92.89,92.89
500,2000,10,50,87.1,93.11,93.11
500,2000,10,60,85.22,92.02,92.02
500,2000,10,70,86.75,92.9,92.9
500,2000,10,80,87.12,93.11,93.11
500,2000,10,90,88.59,93.95,93.95
10,2000,20,0,83.5,91.01,91.01
10,2000,20,10,82.23,90.25,90.25
10,2000,20,20,83.25,90.86,90.86
10,2000,20,30,85.22,92.02,92.02
10,2000,20,40,83.33,90.91,90.91
10,2000,20,50,85.24,92.03,92.03
10,2000,20,60,84.66,91.69,91.69
10,2000,20,70,83.82,91.2,91.2
10,2000,20,80,78.99,88.26,88.26
10,2000,20,90,82.03,90.13,90.13
100,2000,20,0,82.38,90.34,90.34
100,2000,20,10,85.98,92.46,92.46
100,2000,20,20,85.47,92.16,92.16
100,2000,20,30,84.12,91.37,91.37
100,2000,20,40,85.97,92.45,92.45
100,2000,20,50,87.09,93.1,93.1
100,2000,20,60,87.0,93.05,93.05
100,2000,20,70,87.33,93.24,93.24
100,2000,20,80,86.4,92.7,92.7
100,2000,20,90,86.67,92.86,92.86
200,2000,20,0,81.06,89.54,89.54
200,2000,20,10,83.94,91.27,91.27
200,2000,20,20,82.66,90.5,90.5
200,2000,20,30,84.49,91.59,91.59
200,2000,20,40,84.36,91.51,91.51
200,2000,20,50,82.2,90.23,90.23
200,2000,20,60,81.83,90.01,90.01
200,2000,20,70,82.79,90.58,90.58
200,2000,20,80,85.41,92.13,92.13
200,2000,20,90,83.86,91.22,91.22
500,2000,20,0,81.54,89.83,89.83
500,2000,20,10,85.3,92.07,92.07
500,2000,20,20,84.21,91.43,91.43
500,2000,20,30,83.9,91.24,91.24
500,2000,20,40,83.05,90.74,90.74
500,2000,20,50,86.71,92.88,92.88
500,2000,20,60,87.14,93.13,93.13
500,2000,20,70,87.74,93.47,93.47
500,2000,20,80,87.12,93.12,93.12
500,2000,20,90,86.83,92.95,92.95
10,2000,30,0,81.3,89.69,89.69
10,2000,30,10,82.63,90.49,90.49
10,2000,30,20,82.53,90.43,90.43
10,2000,30,30,82.51,90.42,90.42
10,2000,30,40,82.64,90.49,90.49
10,2000,30,50,84.71,91.72,91.72
10,2000,30,60,82.81,90.6,90.6
10,2000,30,70,83.95,91.27,91.27
10,2000,30,80,83.13,90.79,90.79
10,2000,30,90,82.35,90.32,90.32
100,2000,30,0,82.01,90.12,90.12
100,2000,30,10,88.03,93.63,93.63
100,2000,30,20,86.36,92.68,92.68
100,2000,30,30,84.81,91.78,91.78
100,2000,30,40,84.55,91.63,91.63
100,2000,30,50,84.84,91.8,91.8
100,2000,30,60,84.03,91.32,91.32
100,2000,30,70,83.82,91.2,91.2
100,2000,30,80,83.27,90.87,90.87
100,2000,30,90,86.5,92.76,92.76
200,2000,30,0,83.14,90.79,90.79
200,2000,30,10,80.41,89.14,89.14
200,2000,30,20,85.49,92.18,92.18
200,2000,30,30,86.22,92.6,92.6
200,2000,30,40,85.31,92.07,92.07
200,2000,30,50,86.82,92.95,92.95
200,2000,30,60,82.48,90.4,90.4
200,2000,30,70,86.6,92.82,92.82
200,2000,30,80,87.04,93.07,93.07
200,2000,30,90,82.98,90.7,90.7
500,2000,30,0,82.68,90.52,90.52
500,2000,30,10,86.12,92.54,92.54
500,2000,30,20,84.24,91.45,91.45
500,2000,30,30,84.06,91.34,91.34
500,2000,30,40,83.19,90.82,90.82
500,2000,30,50,88.6,93.96,93.96
500,2000,30,60,86.2,92.59,92.59
500,2000,30,70,88.15,93.7,93.7
500,2000,30,80,86.91,93.0,93.0
500,2000,30,90,86.57,92.8,92.8
10,2000,40,0,80.12,88.96,88.96
10,2000,40,10,84.81,91.78,91.78
10,2000,40,20,82.91,90.65,90.65
10,2000,40,30,83.29,90.89,90.89
10,2000,40,40,83.75,91.16,91.16
10,2000,40,50,81.33,89.71,89.71
10,2000,40,60,82.48,90.4,90.4
10,2000,40,70,81.4,89.75,89.75
10,2000,40,80,83.25,90.86,90.86
10,2000,40,90,79.17,88.37,88.37
100,2000,40,0,84.22,91.43,91.43
100,2000,40,10,82.38,90.34,90.34
100,2000,40,20,84.98,91.88,91.88
100,2000,40,30,84.36,91.51,91.51
100,2000,40,40,87.17,93.15,93.15
100,2000,40,50,87.41,93.28,93.28
100,2000,40,60,86.97,93.03,93.03
100,2000,40,70,86.86,92.97,92.97
100,2000,40,80,87.1,93.11,93.11
100,2000,40,90,86.39,92.7,92.7
200,2000,40,0,83.62,91.08,91.08
200,2000,40,10,82.33,90.31,90.31
200,2000,40,20,84.21,91.43,91.43
200,2000,40,30,89.41,94.41,94.41
200,2000,40,40,84.47,91.58,91.58
200,2000,40,50,87.37,93.26,93.26
200,2000,40,60,85.16,91.99,91.99
200,2000,40,70,83.56,91.05,91.05
200,2000,40,80,87.36,93.26,93.26
200,2000,40,90,83.51,91.01,91.01
500,2000,40,0,83.11,90.77,90.77
500,2000,40,10,84.04,91.33,91.33
500,2000,40,20,85.07,91.93,91.93
500,2000,40,30,83.57,91.05,91.05
500,2000,40,40,86.98,93.04,93.04
500,2000,40,50,88.28,93.77,93.77
500,2000,40,60,84.58,91.64,91.64
500,2000,40,70,88.21,93.73,93.73
500,2000,40,80,88.18,93.72,93.72
500,2000,40,90,86.2,92.59,92.59
10,2000,50,0,82.65,90.5,90.5
10,2000,50,10,86.18,92.58,92.58
10,2000,50,20,83.57,91.05,91.05
10,2000,50,30,83.25,90.86,90.86
10,2000,50,40,82.74,90.55,90.55
10,2000,50,50,83.48,91.0,91.0
10,2000,50,60,83.34,90.91,90.91
10,2000,50,70,83.03,90.73,90.73
10,2000,50,80,83.8,91.19,91.19
10,2000,50,90,83.54,91.03,91.03
100,2000,50,0,82.58,90.46,90.46
100,2000,50,10,87.55,93.36,93.36
100,2000,50,20,85.58,92.23,92.23
100,2000,50,30,80.78,89.37,89.37
100,2000,50,40,87.15,93.13,93.13
100,2000,50,50,86.63,92.84,92.84
100,2000,50,60,86.57,92.8,92.8
100,2000,50,70,85.64,92.26,92.26
100,2000,50,80,85.4,92.12,92.12
100,2000,50,90,88.46,93.88,93.88
200,2000,50,0,83.11,90.78,90.78
200,2000,50,10,83.01,90.71,90.71
200,2000,50,20,82.46,90.38,90.38
200,2000,50,30,86.3,92.64,92.64
200,2000,50,40,83.62,91.08,91.08
200,2000,50,50,85.77,92.34,92.34
200,2000,50,60,85.42,92.14,92.14
200,2000,50,70,87.31,93.23,93.23
200,2000,50,80,86.7,92.88,92.88
200,2000,50,90,88.45,93.87,93.87
500,2000,50,0,80.0,88.89,88.89
500,2000,50,10,86.42,92.72,92.72
500,2000,50,20,82.92,90.66,90.66
500,2000,50,30,87.15,93.14,93.14
500,2000,50,40,83.78,91.17,91.17
500,2000,50,50,87.91,93.57,93.57
500,2000,50,60,86.8,92.93,92.93
500,2000,50,70,88.45,93.87,93.87
500,2000,50,80,85.94,92.44,92.44
500,2000,50,90,85.95,92.44,92.44
